gene_name,array,ns,sweden,tcga
LINC00407,0,0,0,1
LINC00408,0,0,0,1
LINC00410,0,0,0,1
LINC00411,0,0,0,1
LINC00412,0,0,0,1
LINC00415,0,0,0,1
LINC00421,0,0,0,1
LINC00423,0,0,0,1
LINC00424,0,0,0,1
LINC00426,0,0,0,1
LINC00427,0,0,0,1
LINC00428,0,0,0,1
LINC00430,0,0,0,1
LINC00431,0,0,0,1
LINC00433,0,0,0,1
LINC00434,0,0,0,1
LINC00437,0,0,0,1
LINC00440,0,0,0,1
LINC00441,0,0,0,1
LINC00442,0,0,0,1
LINC00443,0,0,0,1
LINC00444,0,0,0,1
LINC00445,0,0,0,1
LINC00446,0,0,0,1
LINC00448,0,0,0,1
LINC00449,0,0,0,1
LINC00452,0,0,0,1
LINC00454,0,0,0,1
LINC00456,0,0,0,1
LINC00457,0,0,0,1
LINC00458,0,0,0,1
LINC00459,0,0,0,1
LINC00460,0,0,0,1
LINC00461,0,0,0,1
LINC00462,0,0,0,1
LINC00463,0,0,0,1
LINC00466,0,0,0,1
LINC00467,0,0,0,1
LINC00469,0,0,0,1
LINC00470,0,0,0,1
LINC00471,0,0,0,1
LINC00472,0,0,0,1
LINC00473,0,0,0,1
LINC00474,0,0,0,1
LINC00475,0,0,0,1
LINC00476,0,0,0,1
LINC00477,0,0,0,1
LINC00479,0,0,0,1
LINC00482,0,0,0,1
LINC00483,0,0,0,1
LINC00485,0,0,0,1
LINC00486,0,0,0,1
LINC00487,0,0,0,1
LINC00488,0,0,0,1
LINC00489,0,0,0,1
LINC00491,0,0,0,1
LINC00492,0,0,0,1
LINC00494,0,0,0,1
LINC00498,0,0,0,1
LINC00499,0,0,0,1
LINC00500,0,0,0,1
LINC00501,0,0,0,1
LINC00502,0,0,0,1
LINC00504,0,0,0,1
LINC00506,0,0,0,1
LINC00507,0,0,0,1
LINC00508,0,0,0,1
LINC00511,0,0,0,1
LINC00513,0,0,0,1
LINC00514,0,0,0,1
LINC00517,0,0,0,1
LINC00518,0,0,0,1
LINC00519,0,0,0,1
LINC00520,0,0,0,1
LINC00523,0,0,0,1
LINC00524,0,0,0,1
LINC00525,0,0,0,1
LINC00526,0,0,0,1
LINC00528,0,0,0,1
LINC00529,0,0,0,1
LINC00533,0,0,0,1
LINC00534,0,0,0,1
LINC00535,0,0,0,1
LINC00536,0,0,0,1
LINC00538,0,0,0,1
LINC00539,0,0,0,1
LINC00540,0,0,0,1
LINC00543,0,0,0,1
LINC00544,0,0,0,1
LINC00545,0,0,0,1
LINC00547,0,0,0,1
LINC00550,0,0,0,1
LINC00551,0,0,0,1
LINC00552,0,0,0,1
LINC00554,0,0,0,1
LINC00555,0,0,0,1
LINC00556,0,0,0,1
LINC00557,0,0,0,1
LINC00558,0,0,0,1
LINC00559,0,0,0,1
LINC00560,0,0,0,1
LINC00561,0,0,0,1
LINC00562,0,0,0,1
LINC00563,0,0,0,1
LINC00564,0,0,0,1
LINC00565,0,0,0,1
LINC00566,0,0,0,1
LINC00567,0,0,0,1
LINC00570,0,0,0,1
LINC00571,0,0,0,1
LINC00572,0,0,0,1
LINC00574,0,0,0,1
LINC00575,0,0,0,1
LINC00578,0,0,0,1
LINC00581,0,0,0,1
LINC00582,0,0,0,1
LINC00583,0,0,0,1
LINC00587,0,0,0,1
LINC00588,0,0,0,1
LINC00589,0,0,0,1
LINC00592,0,0,0,1
LINC00593,0,0,0,1
LINC00595,0,0,0,1
LINC00596,0,0,0,1
LINC00598,0,0,0,1
LINC00599,0,0,0,1
LINC00601,0,0,0,1
LINC00602,0,0,0,1
LINC00603,0,0,0,1
LINC00604,0,0,0,1
LINC00605,0,0,0,1
LINC00606,0,0,0,1
LINC00607,0,0,0,1
LINC00608,0,0,0,1
LINC00609,0,0,0,1
LINC00612,0,0,0,1
LINC00613,0,0,0,1
LINC00615,0,0,0,1
LINC00616,0,0,0,1
LINC00618,0,0,0,1
LINC00619,0,0,0,1
LINC00620,0,0,0,1
LINC00621,0,0,0,1
LINC00622,0,0,0,1
LINC00623,0,0,0,1
LINC00624,0,0,0,1
LINC00626,0,0,0,1
LINC00628,0,0,0,1
LINC00629,0,0,0,1
LINC00630,0,0,0,1
LINC00632,0,0,0,1
LINC00634,0,0,0,1
LINC00635,0,0,0,1
LINC00636,0,0,0,1
LINC00637,0,0,0,1
LINC00638,0,0,0,1
LINC00639,0,0,0,1
LINC00640,0,0,0,1
LINC00641,0,0,0,1
LINC00642,0,0,0,1
LINC00643,0,0,0,1
LINC00644,0,0,0,1
LINC00645,0,0,0,1
LINC00648,0,0,0,1
LINC00649,0,0,0,1
LINC00652,0,0,0,1
LINC00654,0,0,0,1
LINC00656,0,0,0,1
LINC00658,0,0,0,1
LINC00659,0,0,0,1
LINC00661,0,0,0,1
LINC00662,0,0,0,1
LINC00663,0,0,0,1
LINC00664,0,0,0,1
LINC00665,0,0,0,1
LINC00667,0,0,0,1
LINC00668,0,0,0,1
LINC00670,0,0,0,1
LINC00671,0,0,0,1
LINC00672,0,0,0,1
LINC00674,0,0,0,1
LINC00675,0,0,0,1
LINC00676,0,0,0,1
LINC00677,0,0,0,1
LINC00678,0,0,0,1
LINC00680,0,0,0,1
LINC00681,0,0,0,1
LINC00682,0,0,0,1
LINC00683,0,0,0,1
LINC00685,0,0,0,1
LINC00686,0,0,0,1
LINC00687,0,0,0,1
LINC00689,0,0,0,1
LINC00690,0,0,0,1
LINC00691,0,0,0,1
LINC00692,0,0,0,1
LINC00694,0,0,0,1
LINC00698,0,0,0,1
LINC00700,0,0,0,1
LINC00701,0,0,0,1
LINC00702,0,0,0,1
LINC00703,0,0,0,1
LINC00704,0,0,0,1
LINC00705,0,0,0,1
LINC00706,0,0,0,1
LINC00707,0,0,0,1
LINC00708,0,0,0,1
LINC00709,0,0,0,1
LINC00710,0,0,0,1
LINC00824,0,0,0,1
LINC00836,0,0,0,1
LINC00837,0,0,0,1
LINC00838,0,0,0,1
LINC00839,0,0,0,1
LINC00840,0,0,0,1
LINC00841,0,0,0,1
LINC00843,0,0,0,1
LINC00844,0,0,0,1
LINC00845,0,0,0,1
LINC00846,0,0,0,1
LINC00847,0,0,0,1
LINC00850,0,0,0,1
LINC00851,0,0,0,1
LINC00852,0,0,0,1
LINC00853,0,0,0,1
LINC00854,0,0,0,1
LINC00857,0,0,0,1
LINC00858,0,0,0,1
LINC00861,0,0,0,1
LINC00862,0,0,0,1
LINC00863,0,0,0,1
LINC00864,0,0,0,1
LINC00865,0,0,0,1
LINC00866,0,0,0,1
LINC00867,0,0,0,1
LINC00868,0,0,0,1
LINC00869,0,0,0,1
LINC00870,0,0,0,1
LINC00871,0,0,0,1
LINC00877,0,0,0,1
LINC00879,0,0,0,1
LINC00880,0,0,0,1
LINC00881,0,0,0,1
LINC00882,0,0,0,1
LINC00884,0,0,0,1
LINC00885,0,0,0,1
LINC00886,0,0,0,1
LINC00887,0,0,0,1
LINC00888,0,0,0,1
LINC00890,0,0,0,1
LINC00891,0,0,0,1
LINC00892,0,0,0,1
LINC00893,0,0,0,1
LINC00894,0,0,0,1
LINC00895,0,0,0,1
LINC00896,0,0,0,1
LINC00898,0,0,0,1
LINC00899,0,0,0,1
LINC00900,0,0,0,1
LINC00903,0,0,0,1
LINC00904,0,0,0,1
LINC00905,0,0,0,1
LINC00906,0,0,0,1
LINC00907,0,0,0,1
LINC00908,0,0,0,1
LINC00909,0,0,0,1
LINC00910,0,0,0,1
LINC00911,0,0,0,1
LINC00917,0,0,0,1
LINC00919,0,0,0,1
LINC00920,0,0,0,1
LINC00921,0,0,0,1
LINC00922,0,0,0,1
LINC00923,0,0,0,1
LINC00924,0,0,0,1
LINC00926,0,0,0,1
LINC00927,0,0,0,1
LINC00928,0,0,0,1
LINC00929,0,0,0,1
LINC00930,0,0,0,1
LINC00933,0,0,0,1
LINC00934,0,0,0,1
LINC00937,0,0,0,1
LINC00939,0,0,0,1
LINC00940,0,0,0,1
LINC00941,0,0,0,1
LINC00942,0,0,0,1
LINC00943,0,0,0,1
LINC00944,0,0,0,1
LINC00945,0,0,0,1
LINC00951,0,0,0,1
LINC00954,0,0,0,1
LINC00955,0,0,0,1
LINC00957,0,0,0,1
LINC00958,0,0,0,1
LINC00959,0,0,0,1
LINC00960,0,0,0,1
LINC00963,0,0,0,1
LINC00964,0,0,0,1
LINC00967,0,0,0,1
LINC00968,0,0,0,1
LINC00969,0,0,0,1
LINC00970,0,0,0,1
LINC00971,0,0,0,1
LINC00972,0,0,0,1
LINC00973,0,0,0,1
LINC00974,0,0,0,1
LINC00976,0,0,0,1
LINC00977,0,0,0,1
LINC00982,0,0,0,1
LINC00987,0,0,0,1
LINC00989,0,0,0,1
LINC00992,0,0,0,1
LINC00993,0,0,0,1
LINC00994,0,0,0,1
LINC00996,0,0,0,1
LINC01001,0,0,0,1
LINC01003,0,0,0,1
LINC01004,0,0,0,1
LINC01005,0,0,0,1
LINC01006,0,0,0,1
LINC01007,0,0,0,1
LINC01010,0,0,0,1
LINC01011,0,0,0,1
LINC01012,0,0,0,1
LINC01013,0,0,0,1
LINC01014,0,0,0,1
LINC01015,0,0,0,1
LINC01016,0,0,0,1
LINC01017,0,0,0,1
LINC01018,0,0,0,1
LINC01019,0,0,0,1
LINC01020,0,0,0,1
LINC01021,0,0,0,1
LINC01022,0,0,0,1
LINC01023,0,0,0,1
LINC01024,0,0,0,1
LINC01028,0,0,0,1
LINC01029,0,0,0,1
LINC01030,0,0,0,1
LINC01031,0,0,0,1
LINC01032,0,0,0,1
LINC01033,0,0,0,1
LINC01034,0,0,0,1
LINC01035,0,0,0,1
LINC01036,0,0,0,1
LINC01037,0,0,0,1
LINC01038,0,0,0,1
LINC01039,0,0,0,1
LINC01040,0,0,0,1
LINC01043,0,0,0,1
LINC01044,0,0,0,1
LINC01046,0,0,0,1
LINC01047,0,0,0,1
LINC01048,0,0,0,1
LINC01049,0,0,0,1
LINC01050,0,0,0,1
LINC01052,0,0,0,1
LINC01053,0,0,0,1
LINC01054,0,0,0,1
LINC01055,0,0,0,1
LINC01056,0,0,0,1
LINC01058,0,0,0,1
LINC01060,0,0,0,1
LINC01063,0,0,0,1
LINC01065,0,0,0,1
LINC01066,0,0,0,1
LINC01067,0,0,0,1
LINC01068,0,0,0,1
LINC01069,0,0,0,1
LINC01070,0,0,0,1
LINC01072,0,0,0,1
LINC01073,0,0,0,1
LINC01074,0,0,0,1
LINC01075,0,0,0,1
LINC01076,0,0,0,1
LINC01077,0,0,0,1
LINC01078,0,0,0,1
LINC01079,0,0,0,1
LINC01081,0,0,0,1
LINC01082,0,0,0,1
LINC01085,0,0,0,1
LINC01087,0,0,0,1
LINC01088,0,0,0,1
LINC01089,0,0,0,1
LINC01090,0,0,0,1
LINC01091,0,0,0,1
LINC01093,0,0,0,1
LINC01094,0,0,0,1
LINC01095,0,0,0,1
LINC01096,0,0,0,1
LINC01097,0,0,0,1
LINC01098,0,0,0,1
LINC01099,0,0,0,1
LINC01100,0,0,0,1
LINC01101,0,0,0,1
LINC01102,0,0,0,1
LINC01103,0,0,0,1
LINC01104,0,0,0,1
LINC01105,0,0,0,1
LINC01106,0,0,0,1
LINC01107,0,0,0,1
LINC01108,0,0,0,1
LINC01109,0,0,0,1
LINC01111,0,0,0,1
LINC01114,0,0,0,1
LINC01116,0,0,0,1
LINC01117,0,0,0,1
LINC01118,0,0,0,1
LINC01119,0,0,0,1
LINC01120,0,0,0,1
LINC01121,0,0,0,1
LINC01122,0,0,0,1
LINC01123,0,0,0,1
LINC01124,0,0,0,1
LINC01125,0,0,0,1
LINC01126,0,0,0,1
LINC01128,0,0,0,1
LINC01132,0,0,0,1
LINC01133,0,0,0,1
LINC01134,0,0,0,1
LINC01135,0,0,0,1
LINC01136,0,0,0,1
LINC01137,0,0,0,1
LINC01138,0,0,0,1
LINC01139,0,0,0,1
LINC01140,0,0,0,1
LINC01141,0,0,0,1
LINC01142,0,0,0,1
LINC01143,0,0,0,1
LINC01144,0,0,0,1
LINC01146,0,0,0,1
LINC01148,0,0,0,1
LINC01149,0,0,0,1
LINC01150,0,0,0,1
LINC01151,0,0,0,1
LINC01152,0,0,0,1
LINC01153,0,0,0,1
LINC01154,0,0,0,1
LINC01158,0,0,0,1
LINC01159,0,0,0,1
LINC01160,0,0,0,1
LINC01162,0,0,0,1
LINC01163,0,0,0,1
LINC01164,0,0,0,1
LINC01165,0,0,0,1
LINC01166,0,0,0,1
LINC01167,0,0,0,1
LINC01168,0,0,0,1
LINC01169,0,0,0,1
LINC01170,0,0,0,1
LINC01173,0,0,0,1
LINC01176,0,0,0,1
LINC01177,0,0,0,1
LINC01179,0,0,0,1
LINC01180,0,0,0,1
LINC01181,0,0,0,1
LINC01182,0,0,0,1
LINC01184,0,0,0,1
LINC01185,0,0,0,1
LINC01186,0,0,0,1
LINC01187,0,0,0,1
LINC01189,0,0,0,1
LINC01191,0,0,0,1
LINC01192,0,0,0,1
LINC01193,0,0,0,1
LINC01194,0,0,0,1
LINC01195,0,0,0,1
LINC01197,0,0,0,1
LINC01198,0,0,0,1
LINC01201,0,0,0,1
LINC01203,0,0,0,1
LINC01204,0,0,0,1
LINC01205,0,0,0,1
LINC01206,0,0,0,1
LINC01208,0,0,0,1
LINC01209,0,0,0,1
LINC01210,0,0,0,1
LINC01213,0,0,0,1
LINC01214,0,0,0,1
LINC01215,0,0,0,1
LINC01216,0,0,0,1
LINC01217,0,0,0,1
LINC01218,0,0,0,1
LINC01219,0,0,0,1
LINC01220,0,0,0,1
LINC01221,0,0,0,1
LINC01222,0,0,0,1
LINC01224,0,0,0,1
LINC01225,0,0,0,1
LINC01227,0,0,0,1
LINC01228,0,0,0,1
LINC01229,0,0,0,1
LINC01230,0,0,0,1
LINC01231,0,0,0,1
LINC01232,0,0,0,1
LINC01233,0,0,0,1
LINC01234,0,0,0,1
LINC01235,0,0,0,1
LINC01237,0,0,0,1
LINC01239,0,0,0,1
LINC01241,0,0,0,1
LINC01243,0,0,0,1
LINC01247,0,0,0,1
LINC01248,0,0,0,1
LINC01249,0,0,0,1
LINC01250,0,0,0,1
LINC01251,0,0,0,1
LINC01252,0,0,0,1
LINC01254,0,0,0,1
LINC01255,0,0,0,1
LINC01256,0,0,0,1
LINC01257,0,0,0,1
LINC01258,0,0,0,1
LINC01259,0,0,0,1
LINC01260,0,0,0,1
LINC01262,0,0,0,1
LINC01264,0,0,0,1
LINC01266,0,0,0,1
LINC01267,0,0,0,1
LINC01268,0,0,0,1
LINC01269,0,0,0,1
LINC01270,0,0,0,1
LINC01271,0,0,0,1
LINC01273,0,0,0,1
LINC01276,0,0,0,1
LINC01277,0,0,0,1
LINC01278,0,0,0,1
LINC01280,0,0,0,1
LINC01281,0,0,0,1
LINC01282,0,0,0,1
LINC01284,0,0,0,1
LINC01285,0,0,0,1
LINC01287,0,0,0,1
LINC01288,0,0,0,1
LINC01289,0,0,0,1
LINC01290,0,0,0,1
LINC01291,0,0,0,1
LINC01293,0,0,0,1
LINC01298,0,0,0,1
LINC01299,0,0,0,1
LINC01300,0,0,0,1
LINC01301,0,0,0,1
LINC01304,0,0,0,1
LINC01305,0,0,0,1
LINC01307,0,0,0,1
LINC01309,0,0,0,1
LINC01310,0,0,0,1
LINC01311,0,0,0,1
LINC01312,0,0,0,1
LINC01315,0,0,0,1
LINC01317,0,0,0,1
LINC01318,0,0,0,1
LINC01320,0,0,0,1
LINC01322,0,0,0,1
LINC01323,0,0,0,1
LINC01324,0,0,0,1
LINC01326,0,0,0,1
LINC01327,0,0,0,1
LINC01331,0,0,0,1
LINC01332,0,0,0,1
LINC01333,0,0,0,1
LINC01335,0,0,0,1
LINC01336,0,0,0,1
LINC01337,0,0,0,1
LINC01338,0,0,0,1
LINC01339,0,0,0,1
LINC01340,0,0,0,1
LINC01341,0,0,0,1
LINC01342,0,0,0,1
LINC01343,0,0,0,1
LINC01344,0,0,0,1
LINC01345,0,0,0,1
LINC01346,0,0,0,1
LINC01347,0,0,0,1
LINC01349,0,0,0,1
LINC01350,0,0,0,1
LINC01351,0,0,0,1
LINC01352,0,0,0,1
LINC01353,0,0,0,1
LINC01354,0,0,0,1
LINC01355,0,0,0,1
LINC01356,0,0,0,1
LINC01358,0,0,0,1
LINC01359,0,0,0,1
LINC01360,0,0,0,1
LINC01361,0,0,0,1
LINC01362,0,0,0,1
LINC01363,0,0,0,1
LINC01364,0,0,0,1
LINC01365,0,0,0,1
LINC01366,0,0,0,1
LINC01370,0,0,0,1
LINC01372,0,0,0,1
LINC01375,0,0,0,1
LINC01376,0,0,0,1
LINC01377,0,0,0,1
LINC01378,0,0,0,1
LINC01381,0,0,0,1
LINC01384,0,0,0,1
LINC01385,0,0,0,1
LINC01386,0,0,0,1
LINC01387,0,0,0,1
LINC01388,0,0,0,1
LINC01389,0,0,0,1
LINC01391,0,0,0,1
LINC01392,0,0,0,1
LINC01393,0,0,0,1
LINC01395,0,0,0,1
LINC01396,0,0,0,1
LINC01397,0,0,0,1
LINC01398,0,0,0,1
LINC01399,0,0,0,1
LINC01400,0,0,0,1
LINC01402,0,0,0,1
LINC01405,0,0,0,1
LINC01410,0,0,0,1
LINC01411,0,0,0,1
LINC01412,0,0,0,1
LINC01413,0,0,0,1
LINC01415,0,0,0,1
LINC01416,0,0,0,1
LINC01419,0,0,0,1
LINC01423,0,0,0,1
LINC01424,0,0,0,1
LINC01425,0,0,0,1
LINC01426,0,0,0,1
LINC01427,0,0,0,1
LINC01428,0,0,0,1
LINC01429,0,0,0,1
LINC01431,0,0,0,1
LINC01432,0,0,0,1
LINC01433,0,0,0,1
LINC01435,0,0,0,1
LINC01436,0,0,0,1
LINC01438,0,0,0,1
LINC01440,0,0,0,1
LINC01441,0,0,0,1
LINC01442,0,0,0,1
LINC01443,0,0,0,1
LINC01444,0,0,0,1
LINC01445,0,0,0,1
LINC01446,0,0,0,1
LINC01447,0,0,0,1
LINC01448,0,0,0,1
LINC01449,0,0,0,1
LINC01450,0,0,0,1
LINC01451,0,0,0,1
LINC01455,0,0,0,1
LINC01456,0,0,0,1
LINC01460,0,0,0,1
LINC01465,0,0,0,1
LINC01467,0,0,0,1
LINC01468,0,0,0,1
LINC01470,0,0,0,1
LINC01471,0,0,0,1
LINC01473,0,0,0,1
LINC01474,0,0,0,1
LINC01475,0,0,0,1
LINC01476,0,0,0,1
LINC01477,0,0,0,1
LINC01478,0,0,0,1
LINC01479,0,0,0,1
LINC01480,0,0,0,1
LINC01482,0,0,0,1
LINC01483,0,0,0,1
LINC01484,0,0,0,1
LINC01485,0,0,0,1
LINC01486,0,0,0,1
LINC01487,0,0,0,1
LINC01489,0,0,0,1
LINC01490,0,0,0,1
LINC01491,0,0,0,1
LINC01492,0,0,0,1
LINC01493,0,0,0,1
LINC01494,0,0,0,1
LINC01495,0,0,0,1
LINC01496,0,0,0,1
LINC01497,0,0,0,1
LINC01498,0,0,0,1
LINC01499,0,0,0,1
LINC01500,0,0,0,1
LINC01501,0,0,0,1
LINC01502,0,0,0,1
LINC01503,0,0,0,1
LINC01504,0,0,0,1
LINC01506,0,0,0,1
LINC01507,0,0,0,1
LINC01508,0,0,0,1
LINC01509,0,0,0,1
LINC01510,0,0,0,1
LINC01511,0,0,0,1
LINC01513,0,0,0,1
LINC01514,0,0,0,1
LINC01515,0,0,0,1
LINC01516,0,0,0,1
LINC01517,0,0,0,1
LINC01518,0,0,0,1
LINC01519,0,0,0,1
LINC01520,0,0,0,1
LINC01521,0,0,0,1
LINC01522,0,0,0,1
LINC01523,0,0,0,1
LINC01524,0,0,0,1
LINC01525,0,0,0,1
LINC01526,0,0,0,1
LINC01527,0,0,0,1
LINC01529,0,0,0,1
LINC01531,0,0,0,1
LINC01532,0,0,0,1
LINC01533,0,0,0,1
LINC01534,0,0,0,1
LINC01535,0,0,0,1
LINC01537,0,0,0,1
LINC01538,0,0,0,1
LINC01539,0,0,0,1
LINC01541,0,0,0,1
LINC01543,0,0,0,1
LINC01544,0,0,0,1
LINC01545,0,0,0,1
LINC01546,0,0,0,1
LINC01547,0,0,0,1
LINC01548,0,0,0,1
LINC01549,0,0,0,1
LINC01550,0,0,0,1
LINC01551,0,0,0,1
LINC01553,0,0,0,1
LINC01554,0,0,0,1
LINC01555,0,0,0,1
LINC01556,0,0,0,1
LINC01558,0,0,0,1
LINC01559,0,0,0,1
LINC01560,0,0,0,1
LINC01561,0,0,0,1
LINC01562,0,0,0,1
LINC01563,0,0,0,1
LINC01564,0,0,0,1
LINC01565,0,0,0,1
LINC01566,0,0,0,1
LINC01567,0,0,0,1
LINC01568,0,0,0,1
LINC01569,0,0,0,1
LINC01570,0,0,0,1
LINC01571,0,0,0,1
LINC01572,0,0,0,1
LINC01574,0,0,0,1
LINC01578,0,0,0,1
LINC01579,0,0,0,1
LINC01580,0,0,0,1
LINC01581,0,0,0,1
LINC01582,0,0,0,1
LINC01583,0,0,0,1
LINC01584,0,0,0,1
LINC01585,0,0,0,1
LINC01586,0,0,0,1
LINC01587,0,0,0,1
LINC01588,0,0,0,1
LINC01589,0,0,0,1
LINC01591,0,0,0,1
LINC01592,0,0,0,1
LINC01593,0,0,0,1
LINC01594,0,0,0,1
LINC01595,0,0,0,1
LINC01596,0,0,0,1
LINC01597,0,0,0,1
LINC01600,0,0,0,1
LINC01602,0,0,0,1
LINC01603,0,0,0,1
LINC01605,0,0,0,1
LINC01606,0,0,0,1
LINC01607,0,0,0,1
LINC01608,0,0,0,1
LINC01609,0,0,0,1
LINC01611,0,0,0,1
LINC01612,0,0,0,1
LINC01613,0,0,0,1
LINC01614,0,0,0,1
LINC01615,0,0,0,1
LINC01616,0,0,0,1
LINC01618,0,0,0,1
LINC01619,0,0,0,1
LINC01620,0,0,0,1
LINC01621,0,0,0,1
LINC01623,0,0,0,1
LINC01624,0,0,0,1
LINC01625,0,0,0,1
LINC01626,0,0,0,1
LINC01627,0,0,0,1
LINC01628,0,0,0,1
LINC01629,0,0,0,1
LINC01630,0,0,0,1
LINC01632,0,0,0,1
LINC01633,0,0,0,1
LINC01634,0,0,0,1
LINC01635,0,0,0,1
LINC01637,0,0,0,1
LINC01638,0,0,0,1
LINC01639,0,0,0,1
LINC01640,0,0,0,1
LINC01641,0,0,0,1
LINC01643,0,0,0,1
LINC01644,0,0,0,1
LINC01645,0,0,0,1
LINC01646,0,0,0,1
LINC01647,0,0,0,1
LINC01648,0,0,0,1
LINC01649,0,0,0,1
LINC01650,0,0,0,1
LINC01651,0,0,0,1
LINC01653,0,0,0,1
LINC01654,0,0,0,1
LINC01655,0,0,0,1
LINC01656,0,0,0,1
LINC01657,0,0,0,1
LINC01658,0,0,0,1
LINC01659,0,0,0,1
LINC01660,0,0,0,1
LINC01661,0,0,0,1
LINC01662,0,0,0,1
LINC01663,0,0,0,1
LINC01664,0,0,0,1
LINC01665,0,0,0,1
LINC01666,0,0,0,1
LINC01667,0,0,0,1
LINC01669,0,0,0,1
LINC01670,0,0,0,1
LINC01671,0,0,0,1
LINC01672,0,0,0,1
LINC01673,0,0,0,1
LINC01674,0,0,0,1
LINC01675,0,0,0,1
LINC01676,0,0,0,1
LINC01677,0,0,0,1
LINC01678,0,0,0,1
LINC01679,0,0,0,1
LINC01680,0,0,0,1
LINC01681,0,0,0,1
LINC01682,0,0,0,1
LINC01683,0,0,0,1
LINC01684,0,0,0,1
LINC01685,0,0,0,1
LINC01686,0,0,0,1
LINC01687,0,0,0,1
LINC01688,0,0,0,1
LINC01689,0,0,0,1
LINC01690,0,0,0,1
LINC01691,0,0,0,1
LINC01692,0,0,0,1
LINC01693,0,0,0,1
LINC01694,0,0,0,1
LINC01695,0,0,0,1
LINC01696,0,0,0,1
LINC01697,0,0,0,1
LINC01698,0,0,0,1
LINC01699,0,0,0,1
LINC01700,0,0,0,1
LINC01701,0,0,0,1
LINC01702,0,0,0,1
LINC01703,0,0,0,1
LINC01704,0,0,0,1
LINC01705,0,0,0,1
LINC01706,0,0,0,1
LINC01707,0,0,0,1
LINC01708,0,0,0,1
LINC01709,0,0,0,1
LINC01710,0,0,0,1
LINC01711,0,0,0,1
LINC01712,0,0,0,1
LINC01713,0,0,0,1
LINC01714,0,0,0,1
LINC01715,0,0,0,1
LINC01716,0,0,0,1
LINC01717,0,0,0,1
LINC01718,0,0,0,1
LINC01719,0,0,0,1
LINC01720,0,0,0,1
LINC01721,0,0,0,1
LINC01722,0,0,0,1
LINC01723,0,0,0,1
LINC01724,0,0,0,1
LINC01725,0,0,0,1
LINC01726,0,0,0,1
LINC01727,0,0,0,1
LINC01728,0,0,0,1
LINC01729,0,0,0,1
LINC01730,0,0,0,1
LINC01731,0,0,0,1
LINC01732,0,0,0,1
LINC01733,0,0,0,1
LINC01734,0,0,0,1
LINC01735,0,0,0,1
LINC01736,0,0,0,1
LINC01737,0,0,0,1
LINC01738,0,0,0,1
LINC01739,0,0,0,1
LINC01740,0,0,0,1
LINC01741,0,0,0,1
LINC01742,0,0,0,1
LINC01743,0,0,0,1
LINC01744,0,0,0,1
LINC01745,0,0,0,1
LINC01746,0,0,0,1
LINC01747,0,0,0,1
LINC01748,0,0,0,1
LINC01749,0,0,0,1
LINC01750,0,0,0,1
LINC01751,0,0,0,1
LINC01752,0,0,0,1
LINC01753,0,0,0,1
LINC01754,0,0,0,1
LINC01755,0,0,0,1
LINC01756,0,0,0,1
LINC01757,0,0,0,1
LINC01758,0,0,0,1
LINC01759,0,0,0,1
LINC01760,0,0,0,1
LINC01761,0,0,0,1
LINC01762,0,0,0,1
LINC01763,0,0,0,1
LINC01764,0,0,0,1
LINC01765,0,0,0,1
LINC01766,0,0,0,1
LINC01767,0,0,0,1
LINC01768,0,0,0,1
LINC01770,0,0,0,1
LINC01771,0,0,0,1
LINC01772,0,0,0,1
LINC01773,0,0,0,1
LINC01774,0,0,0,1
LINC01775,0,0,0,1
LINC01776,0,0,0,1
LINC01777,0,0,0,1
LINC01778,0,0,0,1
LINC01779,0,0,0,1
LINC01780,0,0,0,1
LINC01781,0,0,0,1
LINC01782,0,0,0,1
LINC01783,0,0,0,1
LINC01784,0,0,0,1
LINC01785,0,0,0,1
LINC01786,0,0,0,1
LINC01787,0,0,0,1
LINC01788,0,0,0,1
LINC01789,0,0,0,1
LINC01790,0,0,0,1
LINC01791,0,0,0,1
LINC01792,0,0,0,1
LINC01793,0,0,0,1
LINC01794,0,0,0,1
LINC01795,0,0,0,1
LINC01796,0,0,0,1
LINC01797,0,0,0,1
LINC01798,0,0,0,1
LINC01799,0,0,0,1
LINC01800,0,0,0,1
LINC01801,0,0,0,1
LINC01802,0,0,0,1
LINC01803,0,0,0,1
LINC01804,0,0,0,1
LINC01805,0,0,0,1
LINC01806,0,0,0,1
LINC01807,0,0,0,1
LINC01808,0,0,0,1
LINC01809,0,0,0,1
LINC01810,0,0,0,1
LINC01811,0,0,0,1
LINC01812,0,0,0,1
LINC01813,0,0,0,1
LINC01814,0,0,0,1
LINC01815,0,0,0,1
LINC01816,0,0,0,1
LINC01817,0,0,0,1
LINC01818,0,0,0,1
LINC01819,0,0,0,1
LINC01820,0,0,0,1
LINC01821,0,0,0,1
LINC01822,0,0,0,1
LINC01823,0,0,0,1
LINC01824,0,0,0,1
LINC01825,0,0,0,1
LINC01826,0,0,0,1
LINC01827,0,0,0,1
LINC01828,0,0,0,1
LINC01829,0,0,0,1
LINC01830,0,0,0,1
LINC01831,0,0,0,1
LINC01832,0,0,0,1
LINC01833,0,0,0,1
LINC01834,0,0,0,1
LINC01835,0,0,0,1
LINC01836,0,0,0,1
LINC01837,0,0,0,1
LINC01838,0,0,0,1
LINC01839,0,0,0,1
LINC01840,0,0,0,1
LINC01841,0,0,0,1
LINC01842,0,0,0,1
LINC01843,0,0,0,1
